bioguide_id,role,start,end,party,district,senator_class,state,state_rank
K000188,rep,2013-01-03,2015-01-03,Democrat,3,,WI,
K000188,rep,2015-01-06,2017-01-03,Democrat,3,,WI,
K000210,rep,1993-01-05,1994-12-01,Republican,3,,NY,
K000210,rep,1995-01-04,1996-10-04,Republican,3,,NY,
K000210,rep,1997-01-07,1998-12-19,Republican,3,,NY,
K000210,rep,1999-01-06,2000-12-15,Republican,3,,NY,
K000210,rep,2001-01-03,2002-11-22,Republican,3,,NY,
K000210,rep,2003-01-07,2004-12-09,Republican,3,,NY,
K000210,rep,2005-01-04,2006-12-09,Republican,3,,NY,
K000210,rep,2007-01-04,2009-01-03,Republican,3,,NY,
K000210,rep,2009-01-06,2010-12-22,Republican,3,,NY,
K000210,rep,2011-01-05,2013-01-03,Republican,3,,NY,
K000210,rep,2013-01-03,2015-01-03,Republican,2,,NY,
K000210,rep,2015-01-06,2017-01-03,Republican,2,,NY,
K000362,rep,2003-01-07,2004-12-09,Republican,5,,IA,
K000362,rep,2005-01-04,2006-12-09,Republican,5,,IA,
K000362,rep,2007-01-04,2009-01-03,Republican,5,,IA,
K000362,rep,2009-01-06,2010-12-22,Republican,5,,IA,
K000362,rep,2011-01-05,2013-01-03,Republican,5,,IA,
K000362,rep,2013-01-03,2015-01-03,Republican,4,,IA,
K000362,rep,2015-01-06,2017-01-03,Republican,4,,IA,
K000378,rep,2011-01-05,2013-01-03,Republican,11,,IL,
K000378,rep,2013-01-03,2015-01-03,Republican,16,,IL,
K000378,rep,2015-01-06,2017-01-03,Republican,16,,IL,
K000360,rep,2001-01-03,2002-11-22,Republican,10,,IL,
K000360,rep,2003-01-07,2004-12-09,Republican,10,,IL,
K000360,rep,2005-01-04,2006-12-09,Republican,10,,IL,
K000360,rep,2007-01-04,2009-01-03,Republican,10,,IL,
K000360,rep,2009-01-06,2010-11-29,Republican,10,,IL,
K000360,sen,2010-11-29,2010-12-22,Republican,,3,IL,
K000360,sen,2011-01-05,2017-01-03,Republican,,3,IL,junior
K000363,rep,2003-01-07,2004-12-09,Republican,2,,MN,
K000363,rep,2005-01-04,2006-12-09,Republican,2,,MN,
K000363,rep,2007-01-04,2009-01-03,Republican,2,,MN,
K000363,rep,2009-01-06,2010-12-22,Republican,2,,MN,
K000363,rep,2011-01-05,2013-01-03,Republican,2,,MN,
K000363,rep,2013-01-03,2015-01-03,Republican,2,,MN,
K000363,rep,2015-01-06,2017-01-03,Republican,2,,MN,
L000573,rep,2011-01-05,2013-01-03,Republican,1,,ID,
L000573,rep,2013-01-03,2015-01-03,Republican,1,,ID,
L000573,rep,2015-01-06,2017-01-03,Republican,1,,ID,
L000564,rep,2007-01-04,2009-01-03,Republican,5,,CO,
L000564,rep,2009-01-06,2010-12-22,Republican,5,,CO,
L000564,rep,2011-01-05,2013-01-03,Republican,5,,CO,
L000564,rep,2013-01-03,2015-01-03,Republican,5,,CO,
L000564,rep,2015-01-06,2017-01-03,Republican,5,,CO,
L000567,rep,2009-01-06,2010-12-22,Republican,7,,NJ,
L000567,rep,2011-01-05,2013-01-03,Republican,7,,NJ,
L000567,rep,2013-01-03,2015-01-03,Republican,7,,NJ,
L000567,rep,2015-01-06,2017-01-03,Republican,7,,NJ,
L000559,rep,2001-01-03,2002-11-22,Democrat,2,,RI,
L000559,rep,2003-01-07,2004-12-09,Democrat,2,,RI,
L000559,rep,2005-01-04,2006-12-09,Democrat,2,,RI,
L000559,rep,2007-01-04,2009-01-03,Democrat,2,,RI,
L000559,rep,2009-01-06,2010-12-22,Democrat,2,,RI,
L000559,rep,2011-01-05,2013-01-03,Democrat,2,,RI,
L000559,rep,2013-01-03,2015-01-03,Democrat,2,,RI,
L000559,rep,2015-01-06,2017-01-03,Democrat,2,,RI,
L000575,rep,2011-01-05,2013-01-03,Republican,5,,OK,
L000575,rep,2013-01-03,2015-01-03,Republican,5,,OK,
L000575,sen,2015-01-06,2017-01-03,Republican,,3,OK,junior
L000560,rep,2001-01-03,2002-11-22,Democrat,2,,WA,
L000560,rep,2003-01-07,2004-12-09,Democrat,2,,WA,
L000560,rep,2005-01-04,2006-12-09,Democrat,2,,WA,
L000560,rep,2007-01-04,2009-01-03,Democrat,2,,WA,
L000560,rep,2009-01-06,2010-12-22,Democrat,2,,WA,
L000560,rep,2011-01-05,2013-01-03,Democrat,2,,WA,
L000560,rep,2013-01-03,2015-01-03,Democrat,2,,WA,
L000560,rep,2015-01-06,2017-01-03,Democrat,2,,WA,
L000557,rep,1999-01-06,2000-12-15,Democrat,1,,CT,
L000557,rep,2001-01-03,2002-11-22,Democrat,1,,CT,
L000557,rep,2003-01-07,2004-12-09,Democrat,1,,CT,
L000557,rep,2005-01-04,2006-12-09,Democrat,1,,CT,
L000557,rep,2007-01-04,2009-01-03,Democrat,1,,CT,
L000557,rep,2009-01-06,2010-12-22,Democrat,1,,CT,
L000557,rep,2011-01-05,2013-01-03,Democrat,1,,CT,
L000557,rep,2013-01-03,2015-01-03,Democrat,1,,CT,
L000557,rep,2015-01-06,2017-01-03,Democrat,1,,CT,
L000566,rep,2007-12-13,2009-01-03,Republican,5,,OH,
L000566,rep,2009-01-06,2010-12-22,Republican,5,,OH,
L000566,rep,2011-01-05,2013-01-03,Republican,5,,OH,
L000566,rep,2013-01-03,2015-01-03,Republican,5,,OH,
L000566,rep,2015-01-06,2017-01-03,Republican,5,,OH,
L000174,sen,1975-01-14,1980-12-16,Democrat,,3,VT,
L000174,sen,1981-01-05,1986-10-18,Democrat,,3,VT,
L000174,sen,1987-01-06,1992-10-09,Democrat,,3,VT,
L000174,sen,1993-01-05,1998-12-19,Democrat,,3,VT,
L000174,sen,1999-01-06,2004-12-09,Democrat,,3,VT,
L000174,sen,2005-01-04,2010-12-22,Democrat,,3,VT,
L000174,sen,2011-01-05,2017-01-03,Democrat,,3,VT,senior
L000551,rep,1998-04-07,1998-12-19,Democrat,9,,CA,
L000551,rep,1999-01-06,2000-12-15,Democrat,9,,CA,
L000551,rep,2001-01-03,2002-11-22,Democrat,9,,CA,
L000551,rep,2003-01-07,2004-12-09,Democrat,9,,CA,
L000551,rep,2005-01-04,2006-12-09,Democrat,9,,CA,
L000551,rep,2007-01-04,2009-01-03,Democrat,9,,CA,
L000551,rep,2009-01-06,2010-12-22,Democrat,9,,CA,
L000551,rep,2011-01-05,2013-01-03,Democrat,9,,CA,
L000551,rep,2013-01-03,2015-01-03,Democrat,13,,CA,
L000551,rep,2015-01-06,2017-01-03,Democrat,13,,CA,
L000577,sen,2011-01-05,2017-01-03,Republican,,3,UT,junior
L000263,rep,1983-01-03,1984-10-12,Democrat,17,,MI,
L000263,rep,1985-01-03,1986-10-18,Democrat,17,,MI,
L000263,rep,1987-01-06,1988-10-22,Democrat,17,,MI,
L000263,rep,1989-01-03,1990-10-28,Democrat,17,,MI,
L000263,rep,1991-01-03,1992-10-09,Democrat,17,,MI,
L000263,rep,1993-01-05,1994-12-01,Democrat,12,,MI,
L000263,rep,1995-01-04,1996-10-04,Democrat,12,,MI,
L000263,rep,1997-01-07,1998-12-19,Democrat,12,,MI,
L000263,rep,1999-01-06,2000-12-15,Democrat,12,,MI,
L000263,rep,2001-01-03,2002-11-22,Democrat,12,,MI,
L000263,rep,2003-01-07,2004-12-09,Democrat,12,,MI,
L000263,rep,2005-01-04,2006-12-09,Democrat,12,,MI,
L000263,rep,2007-01-04,2009-01-03,Democrat,12,,MI,
L000263,rep,2009-01-06,2010-12-22,Democrat,12,,MI,
L000263,rep,2011-01-05,2013-01-03,Democrat,12,,MI,
L000263,rep,2013-01-03,2015-01-03,Democrat,9,,MI,
L000263,rep,2015-01-06,2017-01-03,Democrat,9,,MI,
L000287,rep,1987-01-06,1988-10-22,Democrat,5,,GA,
L000287,rep,1989-01-03,1990-10-28,Democrat,5,,GA,
L000287,rep,1991-01-03,1992-10-09,Democrat,5,,GA,
L000287,rep,1993-01-05,1994-12-01,Democrat,5,,GA,
L000287,rep,1995-01-04,1996-10-04,Democrat,5,,GA,
L000287,rep,1997-01-07,1998-12-19,Democrat,5,,GA,
L000287,rep,1999-01-06,2000-12-15,Democrat,5,,GA,
L000287,rep,2001-01-03,2002-11-22,Democrat,5,,GA,
L000287,rep,2003-01-07,2004-12-09,Democrat,5,,GA,
L000287,rep,2005-01-04,2006-12-09,Democrat,5,,GA,
L000287,rep,2007-01-04,2009-01-03,Democrat,5,,GA,
L000287,rep,2009-01-06,2010-12-22,Democrat,5,,GA,
L000287,rep,2011-01-05,2013-01-03,Democrat,5,,GA,
L000287,rep,2013-01-03,2015-01-03,Democrat,5,,GA,
L000287,rep,2015-01-06,2017-01-03,Democrat,5,,GA,
L000563,rep,2005-01-04,2006-12-09,Democrat,3,,IL,
L000563,rep,2007-01-04,2009-01-03,Democrat,3,,IL,
L000563,rep,2009-01-06,2010-12-22,Democrat,3,,IL,
L000563,rep,2011-01-05,2013-01-03,Democrat,3,,IL,
L000563,rep,2013-01-03,2015-01-03,Democrat,3,,IL,
L000563,rep,2015-01-06,2017-01-03,Democrat,3,,IL,
L000554,rep,1995-01-04,1996-10-04,Republican,2,,NJ,
L000554,rep,1997-01-07,1998-12-19,Republican,2,,NJ,
L000554,rep,1999-01-06,2000-12-15,Republican,2,,NJ,
L000554,rep,2001-01-03,2002-11-22,Republican,2,,NJ,
L000554,rep,2003-01-07,2004-12-09,Republican,2,,NJ,
L000554,rep,2005-01-04,2006-12-09,Republican,2,,NJ,
L000554,rep,2007-01-04,2009-01-03,Republican,2,,NJ,
L000554,rep,2009-01-06,2010-12-22,Republican,2,,NJ,
L000554,rep,2011-01-05,2013-01-03,Republican,2,,NJ,
L000554,rep,2013-01-03,2015-01-03,Republican,2,,NJ,
L000554,rep,2015-01-06,2017-01-03,Republican,2,,NJ,
L000565,rep,2007-01-04,2009-01-03,Democrat,2,,IA,
L000565,rep,2009-01-06,2010-12-22,Democrat,2,,IA,
L000565,rep,2011-01-05,2013-01-03,Democrat,2,,IA,
L000565,rep,2013-01-03,2015-01-03,Democrat,2,,IA,
L000565,rep,2015-01-06,2017-01-03,Democrat,2,,IA,
L000397,rep,1995-01-04,1996-10-04,Democrat,16,,CA,
L000397,rep,1997-01-07,1998-12-19,Democrat,16,,CA,
L000397,rep,1999-01-06,2000-12-15,Democrat,16,,CA,
L000397,rep,2001-01-03,2002-11-22,Democrat,16,,CA,
L000397,rep,2003-01-07,2004-12-09,Democrat,16,,CA,
L000397,rep,2005-01-04,2006-12-09,Democrat,16,,CA,
L000397,rep,2007-01-04,2009-01-03,Democrat,16,,CA,
L000397,rep,2009-01-06,2010-12-22,Democrat,16,,CA,
L000397,rep,2011-01-05,2013-01-03,Democrat,16,,CA,
L000397,rep,2013-01-03,2015-01-03,Democrat,19,,CA,
L000397,rep,2015-01-06,2017-01-03,Democrat,19,,CA,
L000576,rep,2011-01-05,2013-01-03,Republican,7,,MO,
L000576,rep,2013-01-03,2015-01-03,Republican,7,,MO,
L000576,rep,2015-01-06,2017-01-03,Republican,7,,MO,
L000480,rep,1989-01-03,1990-10-28,Democrat,20,,NY,
L000480,rep,1991-01-03,1992-10-09,Democrat,20,,NY,
L000480,rep,1993-01-05,1994-12-01,Democrat,18,,NY,
L000480,rep,1995-01-04,1996-10-04,Democrat,18,,NY,
L000480,rep,1997-01-07,1998-12-19,Democrat,18,,NY,
L000480,rep,1999-01-06,2000-12-15,Democrat,18,,NY,
L000480,rep,2001-01-03,2002-11-22,Democrat,18,,NY,
L000480,rep,2003-01-07,2004-12-09,Democrat,18,,NY,
L000480,rep,2005-01-04,2006-12-09,Democrat,18,,NY,
L000480,rep,2007-01-04,2009-01-03,Democrat,18,,NY,
L000480,rep,2009-01-06,2010-12-22,Democrat,18,,NY,
L000480,rep,2011-01-05,2013-01-03,Democrat,18,,NY,
L000480,rep,2013-01-03,2015-01-03,Democrat,17,,NY,
L000480,rep,2015-01-06,2017-01-03,Democrat,17,,NY,
L000491,rep,1993-05-10,1994-12-01,Republican,6,,OK,
L000491,rep,1995-01-04,1996-10-04,Republican,6,,OK,
L000491,rep,1997-01-07,1998-12-19,Republican,6,,OK,
L000491,rep,1999-01-06,2000-12-15,Republican,6,,OK,
L000491,rep,2001-01-03,2002-11-22,Republican,6,,OK,
L000491,rep,2003-01-07,2004-12-09,Republican,3,,OK,
L000491,rep,2005-01-04,2006-12-09,Republican,3,,OK,
L000491,rep,2007-01-04,2009-01-03,Republican,3,,OK,
L000491,rep,2009-01-06,2010-12-22,Republican,3,,OK,
L000491,rep,2011-01-05,2013-01-03,Republican,3,,OK,
L000491,rep,2013-01-03,2015-01-03,Republican,3,,OK,
L000491,rep,2015-01-06,2017-01-03,Republican,3,,OK,
L000569,rep,2009-01-06,2010-12-22,Republican,9,,MO,
L000569,rep,2011-01-05,2013-01-03,Republican,9,,MO,
L000569,rep,2013-01-03,2015-01-03,Republican,3,,MO,
L000569,rep,2015-01-06,2017-01-03,Republican,3,,MO,
L000570,rep,2009-01-06,2010-12-22,Democrat,3,,NM,
L000570,rep,2011-01-05,2013-01-03,Democrat,3,,NM,
L000570,rep,2013-01-03,2015-01-03,Democrat,3,,NM,
L000570,rep,2015-01-06,2017-01-03,Democrat,3,,NM,
L000571,rep,2009-01-06,2010-12-22,Republican,0,,WY,
L000571,rep,2011-01-05,2013-01-03,Republican,0,,WY,
L000571,rep,2013-01-03,2015-01-03,Republican,0,,WY,
L000571,rep,2015-01-06,2017-01-03,Republican,0,,WY,
L000562,rep,2001-10-23,2002-11-22,Democrat,9,,MA,
L000562,rep,2003-01-07,2004-12-09,Democrat,9,,MA,
L000562,rep,2005-01-04,2006-12-09,Democrat,9,,MA,
L000562,rep,2007-01-04,2009-01-03,Democrat,9,,MA,
L000562,rep,2009-01-06,2010-12-22,Democrat,9,,MA,
L000562,rep,2011-01-05,2013-01-03,Democrat,9,,MA,
L000562,rep,2013-01-03,2015-01-03,Democrat,8,,MA,
L000562,rep,2015-01-06,2017-01-03,Democrat,8,,MA,
M000087,rep,1993-01-05,1994-12-01,Democrat,14,,NY,
M000087,rep,1995-01-04,1996-10-04,Democrat,14,,NY,
M000087,rep,1997-01-07,1998-12-19,Democrat,14,,NY,
M000087,rep,1999-01-06,2000-12-15,Democrat,14,,NY,
M000087,rep,2001-01-03,2002-11-22,Democrat,14,,NY,
M000087,rep,2003-01-07,2004-12-09,Democrat,14,,NY,
M000087,rep,2005-01-04,2006-12-09,Democrat,14,,NY,
M000087,rep,2007-01-04,2009-01-03,Democrat,14,,NY,
M000087,rep,2009-01-06,2010-12-22,Democrat,14,,NY,
M000087,rep,2011-01-05,2013-01-03,Democrat,14,,NY,
M000087,rep,2013-01-03,2015-01-03,Democrat,12,,NY,
M000087,rep,2015-01-06,2017-01-03,Democrat,12,,NY,
M001158,rep,2005-01-04,2006-12-09,Republican,24,,TX,
M001158,rep,2007-01-04,2009-01-03,Republican,24,,TX,
M001158,rep,2009-01-06,2010-12-22,Republican,24,,TX,
M001158,rep,2011-01-05,2013-01-03,Republican,24,,TX,
M001158,rep,2013-01-03,2015-01-03,Republican,24,,TX,
M001158,rep,2015-01-06,2017-01-03,Republican,24,,TX,
M001179,rep,2011-01-05,2013-01-03,Republican,10,,PA,
M001179,rep,2013-01-03,2015-01-03,Republican,10,,PA,
M001179,rep,2015-01-06,2017-01-03,Republican,10,,PA,
M000133,rep,1975-01-14,1976-10-01,Democrat,7,,MA,
M000133,rep,1977-01-04,1978-10-15,Democrat,7,,MA,
M000133,rep,1979-01-15,1980-12-16,Democrat,7,,MA,
M000133,rep,1981-01-05,1982-12-23,Democrat,7,,MA,
M000133,rep,1983-01-03,1984-10-12,Democrat,7,,MA,
M000133,rep,1985-01-03,1986-10-18,Democrat,7,,MA,
M000133,rep,1987-01-06,1988-10-22,Democrat,7,,MA,
M000133,rep,1989-01-03,1990-10-28,Democrat,7,,MA,
M000133,rep,1991-01-03,1992-10-09,Democrat,7,,MA,
M000133,rep,1993-01-05,1994-12-01,Democrat,7,,MA,
M000133,rep,1995-01-04,1996-10-04,Democrat,7,,MA,
M000133,rep,1997-01-07,1998-12-19,Democrat,7,,MA,
M000133,rep,1999-01-06,2000-12-15,Democrat,7,,MA,
M000133,rep,2001-01-03,2002-11-22,Democrat,7,,MA,
M000133,rep,2003-01-07,2004-12-09,Democrat,7,,MA,
M000133,rep,2005-01-04,2006-12-09,Democrat,7,,MA,
M000133,rep,2007-01-04,2009-01-03,Democrat,7,,MA,
M000133,rep,2009-01-06,2010-12-22,Democrat,7,,MA,
M000133,rep,2011-01-05,2013-01-03,Democrat,7,,MA,
M000133,rep,2013-01-03,2013-07-15,Democrat,5,,MA,
M000133,sen,2013-07-16,2015-01-03,Democrat,,2,MA,junior
M000133,sen,2015-01-06,2021-01-03,Democrat,,2,MA,junior
M001163,rep,2005-03-10,2006-12-09,Democrat,5,,CA,
M001163,rep,2007-01-04,2009-01-03,Democrat,5,,CA,
M001163,rep,2009-01-06,2010-12-22,Democrat,5,,CA,
M001163,rep,2011-01-05,2013-01-03,Democrat,5,,CA,
M001163,rep,2013-01-03,2015-01-03,Democrat,6,,CA,
M001163,rep,2015-01-06,2017-01-03,Democrat,6,,CA,
M000303,rep,1983-01-03,1984-10-12,Republican,1,,AZ,
M000303,rep,1985-01-03,1986-10-18,Republican,1,,AZ,
M000303,sen,1987-01-06,1992-10-09,Republican,,3,AZ,
M000303,sen,1993-01-05,1998-12-19,Republican,,3,AZ,
M000303,sen,1999-01-06,2004-12-09,Republican,,3,AZ,
M000303,sen,2005-01-04,2010-12-22,Republican,,3,AZ,
M000303,sen,2011-01-05,2017-01-03,Republican,,3,AZ,senior
M001165,rep,2007-01-04,2009-01-03,Republican,22,,CA,
M001165,rep,2009-01-06,2010-12-22,Republican,22,,CA,
M001165,rep,2011-01-05,2013-01-03,Republican,22,,CA,
M001165,rep,2013-01-03,2015-01-03,Republican,23,,CA,
M001165,rep,2015-01-06,2017-01-03,Republican,23,,CA,
M001157,rep,2005-01-04,2006-12-09,Republican,10,,TX,
M001157,rep,2007-01-04,2009-01-03,Republican,10,,TX,
M001157,rep,2009-01-06,2010-12-22,Republican,10,,TX,
M001157,rep,2011-01-05,2013-01-03,Republican,10,,TX,
M001157,rep,2013-01-03,2015-01-03,Republican,10,,TX,
M001157,rep,2015-01-06,2017-01-03,Republican,10,,TX,
M001177,rep,2009-01-06,2010-12-22,Republican,4,,CA,
M001177,rep,2011-01-05,2013-01-03,Republican,4,,CA,
M001177,rep,2013-01-03,2015-01-03,Republican,4,,CA,
M001177,rep,2015-01-06,2017-01-03,Republican,4,,CA,
M001143,rep,2001-01-03,2002-11-22,Democrat,4,,MN,
M001143,rep,2003-01-07,2004-12-09,Democrat,4,,MN,
M001143,rep,2005-01-04,2006-12-09,Democrat,4,,MN,
M001143,rep,2007-01-04,2009-01-03,Democrat,4,,MN,
M001143,rep,2009-01-06,2010-12-22,Democrat,4,,MN,
M001143,rep,2011-01-05,2013-01-03,Democrat,4,,MN,
M001143,rep,2013-01-03,2015-01-03,Democrat,4,,MN,
M001143,rep,2015-01-06,2017-01-03,Democrat,4,,MN,
M000404,rep,1989-01-03,1990-10-28,Democrat,7,,WA,
M000404,rep,1991-01-03,1992-10-09,Democrat,7,,WA,
M000404,rep,1993-01-05,1994-12-01,Democrat,7,,WA,
M000404,rep,1995-01-04,1996-10-04,Democrat,7,,WA,
M000404,rep,1997-01-07,1998-12-19,Democrat,7,,WA,
M000404,rep,1999-01-06,2000-12-15,Democrat,7,,WA,
M000404,rep,2001-01-03,2002-11-22,Democrat,7,,WA,
M000404,rep,2003-01-07,2004-12-09,Democrat,7,,WA,
M000404,rep,2005-01-04,2006-12-09,Democrat,7,,WA,
M000404,rep,2007-01-04,2009-01-03,Democrat,7,,WA,
M000404,rep,2009-01-06,2010-12-22,Democrat,7,,WA,
M000404,rep,2011-01-05,2013-01-03,Democrat,7,,WA,
M000404,rep,2013-01-03,2015-01-03,Democrat,7,,WA,
M000404,rep,2015-01-06,2017-01-03,Democrat,7,,WA,
M000312,rep,1997-01-07,1998-12-19,Democrat,3,,MA,
M000312,rep,1999-01-06,2000-12-15,Democrat,3,,MA,
M000312,rep,2001-01-03,2002-11-22,Democrat,3,,MA,
M000312,rep,2003-01-07,2004-12-09,Democrat,3,,MA,
M000312,rep,2005-01-04,2006-12-09,Democrat,3,,MA,
M000312,rep,2007-01-04,2009-01-03,Democrat,3,,MA,
M000312,rep,2009-01-06,2010-12-22,Democrat,3,,MA,
M000312,rep,2011-01-05,2013-01-03,Democrat,3,,MA,
M000312,rep,2013-01-03,2015-01-03,Democrat,2,,MA,
M000312,rep,2015-01-06,2017-01-03,Democrat,2,,MA,
M001156,rep,2005-01-04,2006-12-09,Republican,10,,NC,
M001156,rep,2007-01-04,2009-01-03,Republican,10,,NC,
M001156,rep,2009-01-06,2010-12-22,Republican,10,,NC,
M001156,rep,2011-01-05,2013-01-03,Republican,10,,NC,
M001156,rep,2013-01-03,2015-01-03,Republican,10,,NC,
M001156,rep,2015-01-06,2017-01-03,Republican,10,,NC,
M001180,rep,2011-01-05,2013-01-03,Republican,1,,WV,
M001180,rep,2013-01-03,2015-01-03,Republican,1,,WV,
M001180,rep,2015-01-06,2017-01-03,Republican,1,,WV,
M001159,rep,2005-01-04,2006-12-09,Republican,5,,WA,
M001159,rep,2007-01-04,2009-01-03,Republican,5,,WA,
M001159,rep,2009-01-06,2010-12-22,Republican,5,,WA,
M001159,rep,2011-01-05,2013-01-03,Republican,5,,WA,
M001159,rep,2013-01-03,2015-01-03,Republican,5,,WA,
M001159,rep,2015-01-06,2017-01-03,Republican,5,,WA,
M001166,rep,2007-01-04,2009-01-03,Democrat,11,,CA,
M001166,rep,2009-01-06,2010-12-22,Democrat,11,,CA,
M001166,rep,2011-01-05,2013-01-03,Democrat,11,,CA,
M001166,rep,2013-01-03,2015-01-03,Democrat,9,,CA,
M001166,rep,2015-01-06,2017-01-03,Democrat,9,,CA,
M001181,rep,2011-01-05,2013-01-03,Republican,7,,PA,
M001181,rep,2013-01-03,2015-01-03,Republican,7,,PA,
M001181,rep,2015-01-06,2017-01-03,Republican,7,,PA,
M001137,rep,1997-01-07,1998-12-19,Democrat,6,,NY,
M001137,rep,1999-01-06,2000-12-15,Democrat,6,,NY,
M001137,rep,2001-01-03,2002-11-22,Democrat,6,,NY,
M001137,rep,2003-01-07,2004-12-09,Democrat,6,,NY,
M001137,rep,2005-01-04,2006-12-09,Democrat,6,,NY,
M001137,rep,2007-01-04,2009-01-03,Democrat,6,,NY,
M001137,rep,2009-01-06,2010-12-22,Democrat,6,,NY,
M001137,rep,2011-01-05,2013-01-03,Democrat,6,,NY,
M001137,rep,2013-01-03,2015-01-03,Democrat,5,,NY,
M001137,rep,2015-01-06,2017-01-03,Democrat,5,,NY,
M000689,rep,1993-01-05,1994-12-01,Republican,7,,FL,
M000689,rep,1995-01-04,1996-10-04,Republican,7,,FL,
M000689,rep,1997-01-07,1998-12-19,Republican,7,,FL,
M000689,rep,1999-01-06,2000-12-15,Republican,7,,FL,
M000689,rep,2001-01-03,2002-11-22,Republican,7,,FL,
M000689,rep,2003-01-07,2004-12-09,Republican,7,,FL,
M000689,rep,2005-01-04,2006-12-09,Republican,7,,FL,
M000689,rep,2007-01-04,2009-01-03,Republican,7,,FL,
M000689,rep,2009-01-06,2010-12-22,Republican,7,,FL,
M000689,rep,2011-01-05,2013-01-03,Republican,7,,FL,
M000689,rep,2013-01-03,2015-01-03,Republican,7,,FL,
M000689,rep,2015-01-06,2017-01-03,Republican,7,,FL,
M000702,rep,1977-01-04,1978-10-15,Democrat,3,,MD,
M000702,rep,1979-01-15,1980-12-16,Democrat,3,,MD,
M000702,rep,1981-01-05,1982-12-23,Democrat,3,,MD,
M000702,rep,1983-01-03,1984-10-12,Democrat,3,,MD,
M000702,rep,1985-01-03,1986-10-18,Democrat,3,,MD,
M000702,sen,1987-01-06,1992-10-09,Democrat,,3,MD,
M000702,sen,1993-01-05,1998-12-19,Democrat,,3,MD,
M000702,sen,1999-01-06,2004-12-09,Democrat,,3,MD,
M000702,sen,2005-01-04,2010-12-22,Democrat,,3,MD,
M000702,sen,2011-01-05,2017-01-03,Democrat,,3,MD,senior
M001150,rep,2003-01-07,2004-12-09,Republican,10,,MI,
M001150,rep,2005-01-04,2006-12-09,Republican,10,,MI,
M001150,rep,2007-01-04,2009-01-03,Republican,10,,MI,
M001150,rep,2009-01-06,2010-12-22,Republican,10,,MI,
M001150,rep,2011-01-05,2013-01-03,Republican,10,,MI,
M001150,rep,2013-01-03,2015-01-03,Republican,10,,MI,
M001150,rep,2015-01-06,2017-01-03,Republican,10,,MI,
M001144,rep,2001-10-23,2002-11-22,Republican,1,,FL,
M001144,rep,2003-01-07,2004-12-09,Republican,1,,FL,
M001144,rep,2005-01-04,2006-12-09,Republican,1,,FL,
M001144,rep,2007-01-04,2009-01-03,Republican,1,,FL,
M001144,rep,2009-01-06,2010-12-22,Republican,1,,FL,
M001144,rep,2011-01-05,2013-01-03,Republican,1,,FL,
M001144,rep,2013-01-03,2015-01-03,Republican,1,,FL,
M001144,rep,2015-01-06,2017-01-03,Republican,1,,FL,
M001160,rep,2005-01-04,2006-12-09,Democrat,4,,WI,
M001160,rep,2007-01-04,2009-01-03,Democrat,4,,WI,
M001160,rep,2009-01-06,2010-12-22,Democrat,4,,WI,
M001160,rep,2011-01-05,2013-01-03,Democrat,4,,WI,
M001160,rep,2013-01-03,2015-01-03,Democrat,4,,WI,
M001160,rep,2015-01-06,2017-01-03,Democrat,4,,WI,
M000934,rep,1997-01-07,1998-12-19,Republican,1,,KS,
M000934,rep,1999-01-06,2000-12-15,Republican,1,,KS,
M000934,rep,2001-01-03,2002-11-22,Republican,1,,KS,
M000934,rep,2003-01-07,2004-12-09,Republican,1,,KS,
M000934,rep,2005-01-04,2006-12-09,Republican,1,,KS,
M000934,rep,2007-01-04,2009-01-03,Republican,1,,KS,
M000934,rep,2009-01-06,2010-12-22,Republican,1,,KS,
M000934,sen,2011-01-05,2017-01-03,Republican,,3,KS,junior
M001182,rep,2011-01-05,2013-01-03,Republican,5,,SC,
M001182,rep,2013-01-03,2015-01-03,Republican,5,,SC,
M001182,rep,2015-01-06,2017-01-03,Republican,5,,SC,
M001153,sen,2003-01-07,2004-12-09,Republican,,3,AK,
M001153,sen,2005-01-04,2010-12-22,Republican,,3,AK,
M001153,sen,2011-01-05,2017-01-03,Republican,,3,AK,senior
M001169,rep,2007-01-04,2009-01-03,Democrat,5,,CT,
M001169,rep,2009-01-06,2010-12-22,Democrat,5,,CT,
M001169,rep,2011-01-05,2013-01-03,Democrat,5,,CT,
M001169,sen,2013-01-03,2019-01-03,Democrat,,1,CT,junior
M001151,rep,2003-01-07,2004-12-09,Republican,18,,PA,
M001151,rep,2005-01-04,2006-12-09,Republican,18,,PA,
M001151,rep,2007-01-04,2009-01-03,Republican,18,,PA,
M001151,rep,2009-01-06,2010-12-22,Republican,18,,PA,
M001151,rep,2011-01-05,2013-01-03,Republican,18,,PA,
M001151,rep,2013-01-03,2015-01-03,Republican,18,,PA,
M001151,rep,2015-01-06,2017-01-03,Republican,18,,PA,
M001111,sen,1993-01-05,1998-12-19,Democrat,,3,WA,
M001111,sen,1999-01-06,2004-12-09,Democrat,,3,WA,
M001111,sen,2005-01-04,2010-12-22,Democrat,,3,WA,
M001111,sen,2011-01-05,2017-01-03,Democrat,,3,WA,senior
N000002,rep,1992-11-03,1992-10-09,Democrat,17,,NY,
N000002,rep,1993-01-05,1994-12-01,Democrat,8,,NY,
N000002,rep,1995-01-04,1996-10-04,Democrat,8,,NY,
N000002,rep,1997-01-07,1998-12-19,Democrat,8,,NY,
